id,carat,cut,color,clarity,depth,table,x,y,z,price
21514,0.34,Ideal,G,VS2,61.5,55.0,4.47,4.5,2.76,6.39
21515,2.07,Ideal,J,VS2,62.2,56.0,8.2,8.16,5.09,9.35
21516,0.7,Very Good,I,VS1,62.4,59.0,5.55,5.64,3.49,7.729
21517,0.37,Very Good,G,VVS2,59.1,60.0,4.69,4.71,2.78,6.738
21518,0.71,Premium,E,SI1,60.3,58.0,5.78,5.76,3.48,7.816
21519,0.77,Very Good,H,VVS2,61.1,56.0,5.89,5.92,3.61,8.073
21520,2.0,Fair,H,SI2,67.9,55.0,7.67,7.58,5.18,9.298
21521,1.02,Ideal,H,SI2,60.7,57.0,6.54,6.51,3.96,8.389
21522,0.76,Ideal,I,SI1,61.6,54.0,5.86,5.92,3.63,7.783
21523,0.96,Premium,E,SI1,60.0,60.0,6.44,6.39,3.85,8.49
21524,0.43,Very Good,H,SI1,61.5,58.0,4.8,4.86,2.97,6.574
21525,2.05,Ideal,H,SI1,62.4,57.0,8.14,8.08,5.06,9.758
21526,1.54,Premium,H,VS2,61.0,60.0,7.46,7.42,4.54,9.322
21527,0.7,Ideal,E,VS2,60.7,58.0,5.73,5.76,3.49,7.924
21528,0.32,Premium,H,VS1,62.3,58.0,4.34,4.39,2.72,6.33
21529,0.9,Good,E,SI2,62.0,63.0,6.09,6.14,3.79,8.077
21530,0.39,Ideal,G,VVS2,61.9,56.0,4.68,4.7,2.9,6.805
21531,0.52,Ideal,I,VVS1,60.1,56.0,5.24,5.27,3.16,7.282
21532,0.64,Very Good,D,VS2,58.6,59.0,5.7,5.74,3.35,7.754
21533,1.51,Very Good,E,VS2,63.3,56.0,7.3,7.26,4.61,9.581
21534,0.91,Ideal,D,VVS2,62.0,54.0,6.2,6.25,3.86,9.072
21535,0.53,Ideal,E,VS1,61.5,55.0,5.22,5.24,3.22,7.559
21536,0.39,Very Good,I,VVS1,61.3,58.0,4.74,4.78,2.92,6.691
21537,0.3,Ideal,D,VS2,62.8,57.0,4.31,4.29,2.7,6.815
21538,0.71,Premium,D,VVS1,58.8,58.0,5.89,5.81,3.44,8.282
21539,1.01,Premium,E,SI2,60.6,58.0,6.47,6.53,3.94,8.305
21540,0.79,Premium,G,VS2,62.3,58.0,5.92,5.89,3.68,7.993
21541,0.9,Fair,H,SI2,65.0,61.0,6.01,5.96,3.89,7.967
21542,0.32,Ideal,E,VS1,61.7,57.0,4.39,4.42,2.72,6.631
21543,1.3,Ideal,I,SI1,62.3,58.0,6.94,7.0,4.34,8.772
21544,1.24,Premium,H,SI1,60.4,59.0,6.97,6.93,4.2,8.814
21545,0.76,Ideal,H,VS2,62.7,57.0,5.82,5.86,3.66,7.889
21546,0.4,Good,E,SI1,63.3,56.0,4.68,4.74,2.98,6.532
21547,0.5,Ideal,D,SI1,61.9,57.0,5.08,5.06,3.14,7.411
21548,1.04,Very Good,F,SI2,60.0,61.0,6.5,6.57,3.92,8.395
21549,0.7,Good,F,SI1,63.5,59.0,5.58,5.64,3.56,7.595
21550,1.23,Very Good,J,VVS2,61.2,57.0,6.86,6.92,4.22,8.642
21551,2.77,Premium,H,I1,62.6,62.0,8.93,8.83,5.56,9.252
21552,0.54,Very Good,E,VS2,60.7,56.0,5.29,5.32,3.22,7.401
21553,0.54,Premium,E,VS2,59.6,59.0,5.32,5.26,3.16,7.349
21554,0.91,Very Good,E,SI1,63.7,59.0,6.13,6.17,3.92,8.34
21555,0.33,Very Good,E,VVS1,61.5,57.0,4.44,4.48,2.75,7.006
21556,0.77,Fair,J,VS1,61.2,66.0,5.92,5.83,3.6,7.603
21557,1.12,Ideal,G,VVS2,62.0,55.0,6.67,6.69,4.14,9.079
21558,1.13,Ideal,G,SI2,61.1,54.0,6.77,6.74,4.13,8.53
21559,1.0,Very Good,H,VVS1,62.3,60.0,6.28,6.36,3.94,8.703
21560,0.91,Ideal,I,SI2,61.6,57.0,6.24,6.23,3.84,8.0
21561,0.32,Premium,H,VS2,61.0,60.0,4.41,4.35,2.67,6.474
21562,1.08,Ideal,D,SI1,62.7,57.0,6.52,6.56,4.1,8.786
21563,1.0,Premium,H,SI1,61.7,59.0,6.41,6.36,3.94,8.329
21564,0.74,Very Good,H,SI2,62.1,58.0,5.82,5.78,3.6,7.706
21565,0.9,Ideal,G,SI1,60.2,56.0,6.24,6.29,3.77,8.267
21566,0.71,Premium,G,VS2,60.3,60.0,5.76,5.81,3.49,7.89
21567,0.41,Premium,E,VS1,61.8,58.0,4.75,4.73,2.93,7.05
21568,0.51,Ideal,G,VVS1,60.5,59.0,5.16,5.19,3.13,7.546
21569,0.4,Ideal,G,VS2,62.6,56.0,4.69,4.74,2.95,6.69
21570,0.4,Good,E,SI2,61.2,61.0,4.71,4.74,2.89,6.377
21571,1.27,Ideal,F,VS2,61.0,54.0,7.0,7.02,4.28,9.274
21572,0.57,Ideal,G,VVS2,61.7,54.0,5.32,5.41,3.31,7.647
21573,0.36,Very Good,E,VVS2,60.2,59.0,4.6,4.64,2.78,6.609
21574,0.7,Very Good,I,VS2,62.8,55.0,5.63,5.67,3.55,7.532
21575,0.53,Very Good,D,VVS1,61.2,55.0,5.21,5.26,3.21,8.104
21576,0.31,Ideal,F,VS1,61.4,55.0,4.39,4.4,2.7,6.711
21577,0.6,Very Good,H,VS1,60.2,60.0,5.45,5.48,3.29,7.426
21578,1.31,Very Good,J,SI1,62.5,55.0,6.97,7.05,4.38,8.591
21579,1.7,Very Good,E,VS2,58.6,62.0,7.84,7.92,4.62,9.808
21580,0.9,Ideal,E,SI1,61.7,56.0,6.16,6.23,3.82,8.33
21581,1.0,Good,F,SI1,63.8,58.0,6.28,6.22,3.99,8.431
21582,0.71,Ideal,E,VS2,62.5,55.0,5.67,5.73,3.56,8.085
21583,0.4,Ideal,I,VS2,62.3,54.0,4.74,4.77,2.96,6.503
21584,0.8,Ideal,F,SI2,62.0,57.0,5.96,5.98,3.7,7.822
21585,0.3,Premium,G,VVS2,60.4,60.0,4.34,4.3,2.61,6.708
21586,0.41,Ideal,I,VVS1,61.7,57.0,4.73,4.76,2.93,6.774
21587,0.9,Premium,E,SI1,59.8,58.0,6.26,6.21,3.73,8.317
21588,0.3,Ideal,F,VS2,62.1,53.6,4.28,4.31,2.67,6.399
21589,1.07,Fair,G,SI2,66.8,57.0,6.34,6.26,4.21,8.173
21590,1.4,Very Good,I,SI1,61.3,59.0,7.19,7.23,4.42,8.942
21591,0.41,Premium,H,VS1,58.2,59.0,4.92,4.88,2.85,6.898
21592,0.36,Very Good,E,VS2,59.9,55.0,4.66,4.69,2.8,6.447
21593,0.91,Good,G,VS1,63.4,54.0,6.07,6.24,3.9,8.363
21594,1.13,Ideal,E,SI2,61.8,57.0,6.68,6.65,4.12,8.541
21595,0.31,Premium,E,SI2,60.8,61.0,4.43,4.39,2.68,6.324
21596,1.01,Premium,F,VS2,63.0,58.0,6.43,6.36,4.03,8.716
21597,0.79,Ideal,I,SI1,61.6,56.0,5.95,5.97,3.67,7.922
21598,0.32,Ideal,F,VS1,61.9,56.0,4.39,4.43,2.73,6.574
21599,0.96,Very Good,H,SI1,63.1,58.0,6.2,6.25,3.93,8.31
21600,0.23,Ideal,G,IF,62.8,55.0,3.93,3.96,2.48,6.284
21601,0.95,Ideal,H,SI1,61.9,56.0,6.31,6.35,3.92,8.509
21602,1.07,Ideal,G,VVS1,60.9,56.0,6.6,6.67,4.04,9.093
21603,1.5,Good,E,SI1,64.2,55.0,7.17,7.22,4.62,9.454
21604,0.74,Very Good,E,VS1,62.1,53.4,5.8,5.82,3.61,8.262
21605,0.71,Ideal,G,SI1,61.7,56.0,5.74,5.77,3.55,7.831
21606,0.3,Good,H,SI1,63.8,55.0,4.2,4.26,2.7,6.068
21607,0.91,Premium,E,SI1,62.5,61.0,6.19,6.1,3.84,8.397
21608,0.27,Very Good,H,VVS2,62.1,57.0,4.1,4.15,2.56,6.186
21609,0.5,Ideal,E,SI1,61.6,57.0,5.08,5.11,3.14,7.198
21610,1.09,Ideal,F,VVS2,62.1,56.0,6.55,6.59,4.08,9.235
21611,0.92,Good,F,VS2,63.1,57.0,6.11,6.16,3.87,8.39
21612,0.62,Ideal,E,VS2,62.0,54.5,5.46,5.48,3.39,7.7
21613,0.32,Premium,F,VVS1,62.7,60.0,4.35,4.32,2.72,6.898
21614,2.52,Premium,H,SI2,62.4,57.0,8.72,8.66,5.43,9.771
21615,1.68,Ideal,H,SI1,61.9,56.0,7.63,7.72,4.75,9.501
21616,1.04,Ideal,H,SI1,62.7,54.0,6.51,6.47,4.07,8.415
21617,0.85,Premium,F,VVS2,61.2,60.0,6.1,6.13,3.74,8.418
21618,0.76,Premium,E,SI2,61.3,59.0,5.85,5.83,3.58,7.742
21619,0.31,Ideal,D,SI1,63.0,55.0,4.34,4.32,2.73,6.596
21620,0.28,Ideal,I,VS1,61.8,55.0,4.2,4.25,2.61,6.105
21621,0.45,Premium,F,VS2,61.4,60.0,4.93,4.87,3.01,6.851
21622,0.52,Premium,F,SI1,62.0,59.0,5.18,5.15,3.2,7.014
21623,0.7,Good,E,VS2,64.1,59.0,5.64,5.59,3.6,7.929
21624,0.31,Premium,D,VS2,61.2,59.0,4.32,4.37,2.66,6.599
21625,0.32,Ideal,E,VS2,61.5,55.0,4.43,4.38,2.71,6.802
21626,0.33,Premium,E,VS2,61.1,59.0,4.45,4.49,2.73,6.583
21627,0.45,Ideal,H,VVS1,61.8,57.0,4.92,4.95,3.05,7.072
21628,0.27,Very Good,F,VVS2,61.8,56.0,4.19,4.2,2.6,6.525
21629,0.3,Ideal,E,VS2,61.4,56.0,4.33,4.36,2.67,6.431
21630,1.25,Ideal,G,SI2,61.6,57.0,6.98,6.91,4.28,8.586
21631,1.16,Premium,I,SI1,61.5,57.0,6.79,6.73,4.16,8.518
21632,0.73,Ideal,F,SI2,61.7,57.0,5.78,5.82,3.58,7.643
21633,0.75,Ideal,E,SI1,61.4,55.0,5.8,5.86,3.58,8.023
21634,0.58,Very Good,H,SI1,61.8,56.0,5.34,5.38,3.31,7.106
21635,1.21,Premium,F,SI2,59.0,60.0,6.99,6.94,4.11,8.715
21636,1.01,Premium,H,SI2,60.6,61.0,6.45,6.38,3.89,8.284
21637,0.9,Good,G,VS2,62.9,62.0,6.02,6.06,3.8,8.273
21638,0.32,Ideal,I,VS1,62.3,56.0,4.37,4.4,2.73,6.155
21639,1.01,Ideal,G,SI1,62.6,56.0,6.41,6.44,4.02,8.626
21640,1.2,Ideal,H,VS1,61.1,58.0,6.84,6.88,4.19,8.992
21641,0.4,Ideal,E,VS1,62.6,56.0,4.72,4.67,2.94,7.026
21642,0.79,Ideal,H,VVS2,62.4,56.0,5.91,5.94,3.7,8.137
21643,0.41,Ideal,F,VVS1,61.8,55.0,4.76,4.78,2.95,7.166
21644,1.24,Premium,H,VS2,62.8,57.0,6.83,6.79,4.28,8.576
21645,1.2,Premium,H,VS1,58.5,61.0,6.98,6.93,4.07,8.813
21646,2.0,Ideal,I,SI1,62.8,56.0,8.04,7.95,5.02,9.633
21647,1.11,Ideal,D,SI2,61.3,56.0,6.74,6.68,4.12,8.739
21648,0.57,Premium,I,VS1,61.6,58.0,5.33,5.28,3.27,7.1
21649,0.96,Premium,I,SI2,62.7,58.0,6.24,6.2,3.9,8.08
21650,1.06,Ideal,E,SI2,62.2,55.0,6.54,6.51,4.06,8.579
21651,1.15,Ideal,H,SI1,62.4,54.0,6.71,6.76,4.2,8.717
21652,1.3,Very Good,J,VS2,63.3,57.0,6.98,6.96,4.41,8.32
21653,1.12,Premium,G,VS2,60.7,53.0,6.81,6.7,4.1,8.821
21654,1.08,Very Good,H,VS2,58.1,62.0,6.72,6.74,3.91,8.617
21655,0.32,Ideal,F,VS2,62.5,56.0,4.38,4.36,2.73,6.719
21656,0.42,Very Good,F,VS1,60.9,58.0,4.84,4.88,2.96,6.813
21657,0.51,Ideal,E,SI1,61.3,55.0,5.11,5.17,3.15,7.271
21658,0.31,Premium,G,VS2,61.7,58.0,4.34,4.32,2.67,6.548
21659,0.31,Premium,E,VVS2,60.4,59.0,4.37,4.34,2.63,6.953
21660,1.02,Ideal,F,VVS2,61.9,57.0,6.53,6.42,4.01,9.128
21661,0.4,Premium,F,VVS2,60.7,58.0,4.7,4.75,2.87,6.992
21662,1.31,Premium,I,SI2,63.0,58.0,6.97,6.93,4.38,8.633
21663,0.3,Ideal,D,VS2,60.9,57.0,4.35,4.32,2.64,6.815
21664,0.42,Ideal,G,SI1,62.2,53.0,4.85,4.86,3.02,6.655
21665,1.01,Very Good,D,SI2,63.5,61.0,6.37,6.33,4.03,8.42
21666,0.71,Ideal,G,SI2,61.7,55.0,5.71,5.74,3.53,7.726
21667,0.91,Good,G,SI1,64.3,60.0,6.12,6.04,3.91,8.097
21668,0.6,Ideal,F,VS1,61.9,55.0,5.4,5.42,3.35,7.697
21669,1.35,Fair,G,SI2,66.0,58.0,6.89,6.81,4.52,8.44
21670,0.52,Ideal,F,VVS1,59.8,59.0,5.21,5.25,3.13,7.719
21671,1.03,Premium,H,SI2,62.3,59.0,6.42,6.46,4.01,8.313
21672,0.42,Premium,G,VVS2,61.6,60.0,4.8,4.85,2.97,6.87
21673,1.01,Premium,E,SI1,61.7,56.0,6.44,6.39,3.96,8.373
21674,0.51,Premium,G,VS1,62.3,59.0,5.06,5.12,3.17,7.412
21675,1.32,Ideal,I,SI1,61.7,56.0,7.11,7.05,4.37,8.62
21676,1.1,Good,G,SI2,60.5,61.0,6.69,6.74,4.06,8.402
21677,2.03,Ideal,J,SI1,62.6,55.0,8.06,8.1,5.06,9.5
21678,1.22,Ideal,I,SI1,62.1,56.0,6.83,6.79,4.23,8.581
21679,0.35,Ideal,H,IF,60.8,56.0,4.61,4.6,2.8,6.925
21680,1.01,Premium,H,SI1,62.4,58.0,6.41,6.35,3.98,8.415
21681,1.0,Premium,G,VS1,58.6,61.0,6.57,6.5,3.83,8.852
21682,0.81,Ideal,F,VS2,61.9,55.0,6.0,5.95,3.7,8.195
21683,1.53,Very Good,I,VS2,62.8,59.0,7.27,7.31,4.58,9.19
21684,0.91,Very Good,F,VS1,63.1,59.0,6.19,6.14,3.89,8.395
21685,1.0,Premium,G,VS2,61.5,58.0,6.39,6.36,3.92,8.694
21686,2.01,Premium,I,SI2,62.6,56.0,8.1,8.0,5.04,9.535
21687,0.9,Very Good,D,SI1,61.7,60.0,6.14,6.17,3.8,8.404
21688,0.5,Good,F,VS2,61.3,61.0,5.05,5.1,3.11,7.277
21689,1.02,Good,F,SI1,63.2,59.0,6.35,6.38,4.02,8.576
21690,0.42,Ideal,D,VS1,61.5,54.0,4.79,4.84,2.96,7.072
21691,1.02,Fair,F,SI1,64.8,59.0,6.33,6.23,4.07,8.567
21692,0.71,Very Good,J,VS1,64.1,58.0,5.61,5.65,3.61,7.597
21693,0.53,Good,G,VS1,63.4,56.0,5.1,5.15,3.25,7.382
21694,0.6,Premium,E,VS1,61.0,61.0,5.46,5.39,3.31,7.536
21695,0.29,Ideal,G,IF,62.0,56.0,4.23,4.27,2.63,6.512
21696,0.7,Good,G,VS1,60.6,61.0,5.71,5.77,3.48,7.86
21697,1.01,Premium,F,SI2,58.8,61.0,6.53,6.46,3.82,8.405
21698,0.9,Premium,D,SI2,58.8,59.0,6.28,6.24,3.68,8.183
21699,1.76,Very Good,H,SI1,63.0,63.0,7.65,7.63,4.81,9.142
21700,0.42,Ideal,E,VS2,61.8,57.0,4.77,4.81,2.96,6.865
21701,0.54,Premium,E,VS1,62.7,60.0,5.14,5.1,3.21,7.866
21702,0.36,Premium,F,VS1,60.7,58.0,4.57,4.62,2.79,6.671
21703,1.06,Ideal,G,VS1,61.7,57.0,6.52,6.57,4.04,8.999
21704,0.38,Ideal,I,SI1,62.3,56.0,4.58,4.63,2.87,6.365
21705,0.59,Ideal,E,VVS2,61.1,57.0,5.39,5.41,3.3,7.976
21706,0.45,Ideal,G,VS1,59.0,60.0,4.98,5.05,2.96,6.961
21707,0.26,Very Good,D,SI1,59.7,58.0,4.16,4.22,2.5,6.489
21708,2.02,Very Good,I,SI1,59.8,59.0,8.21,8.3,4.94,9.692
21709,1.17,Very Good,I,SI1,62.6,58.0,6.64,6.71,4.18,8.482
21710,0.38,Ideal,G,VVS1,61.6,57.0,4.65,4.73,2.89,6.973
21711,0.46,Ideal,H,VVS1,62.4,53.4,4.95,5.01,3.1,7.199
21712,0.32,Ideal,G,IF,62.9,55.0,4.41,4.37,2.76,6.928
21713,0.5,Ideal,F,VVS2,60.7,57.0,5.12,5.16,3.12,7.556
21714,0.3,Premium,F,VS2,61.4,55.0,4.37,4.32,2.67,6.512
21715,1.07,Premium,I,SI1,58.4,60.0,6.78,6.68,3.93,8.313
21716,1.07,Premium,F,SI2,61.7,58.0,6.55,6.58,4.05,8.382
21717,0.9,Fair,G,I1,65.1,58.0,6.05,5.99,3.92,7.57
21718,1.02,Fair,H,SI1,56.9,58.0,6.64,6.75,3.81,8.504
21719,0.36,Premium,E,SI1,60.9,60.0,4.61,4.56,2.79,6.697
21720,0.3,Ideal,H,VVS2,62.3,54.4,4.28,4.32,2.68,6.413
21721,0.41,Ideal,F,VS2,61.8,57.0,4.75,4.79,2.95,6.76
21722,0.8,Ideal,G,SI1,62.5,57.0,5.94,5.9,3.7,7.962
21723,1.02,Ideal,D,VS1,61.2,56.0,6.48,6.53,3.98,9.066
21724,0.24,Ideal,J,VVS2,62.8,57.0,3.96,3.94,2.48,6.068
21725,0.54,Very Good,G,SI1,63.8,57.0,5.16,5.19,3.3,7.238
21726,0.3,Good,F,SI2,63.3,55.0,4.29,4.33,2.73,5.976
21727,0.3,Ideal,E,VVS2,62.2,54.4,4.3,4.32,2.68,6.658
21728,2.01,Fair,F,SI1,58.6,95.0,8.32,8.31,4.87,9.502
21729,0.82,Fair,F,SI1,64.9,58.0,5.83,5.79,3.77,7.951
21730,1.12,Ideal,J,SI1,62.4,57.0,6.65,6.6,4.14,8.485
21731,2.52,Fair,H,SI2,65.4,59.0,8.49,8.42,5.53,9.536
21732,0.9,Fair,H,SI2,65.6,58.0,6.05,5.95,3.95,8.041
21733,0.7,Premium,D,SI2,59.5,60.0,5.78,5.73,3.43,7.793
21734,0.9,Ideal,E,SI1,60.1,56.0,6.3,6.35,3.8,8.303
21735,1.12,Ideal,F,VS2,62.1,56.0,6.63,6.67,4.13,9.018
21736,2.23,Premium,J,SI1,62.4,59.0,8.36,8.33,5.21,9.565
21737,0.71,Ideal,F,SI1,61.5,56.0,5.69,5.76,3.52,7.867
21738,1.01,Very Good,I,VS1,61.7,59.0,6.45,6.51,4.0,8.55
21739,1.0,Premium,F,SI2,59.3,62.0,6.49,6.43,3.83,8.258
21740,0.3,Ideal,H,VVS1,61.9,57.0,4.3,4.33,2.67,6.5
21741,0.81,Very Good,H,SI2,61.3,59.0,5.94,6.01,3.66,7.936
21742,1.0,Fair,D,SI2,65.6,66.0,6.1,6.01,3.97,8.234
21743,0.34,Ideal,H,VS2,61.5,56.0,4.47,4.5,2.76,6.319
21744,2.24,Premium,I,SI2,62.5,59.0,8.36,8.28,5.2,9.686
21745,0.77,Ideal,H,VVS2,61.3,56.0,5.91,5.94,3.63,8.218
21746,0.35,Premium,D,SI1,61.5,58.0,4.53,4.55,2.79,6.399
21747,1.0,Premium,E,SI1,59.7,57.0,6.56,6.48,3.89,8.58
21748,0.5,Premium,E,VS2,60.7,59.0,5.13,5.11,3.11,7.438
21749,0.38,Ideal,H,VVS2,62.1,53.9,4.64,4.69,2.9,6.724
21750,1.54,Ideal,G,SI2,61.9,55.0,7.47,7.39,4.6,9.126
21751,0.4,Premium,F,VS1,60.4,61.0,4.77,4.74,2.87,6.957
21752,0.32,Ideal,D,SI1,62.6,55.0,4.39,4.36,2.74,6.628
21753,0.3,Ideal,G,IF,62.1,53.0,4.3,4.33,2.68,6.76
21754,1.01,Good,E,VS2,60.8,63.0,6.44,6.46,3.92,8.74
21755,0.61,Very Good,F,VS2,61.8,56.0,5.42,5.46,3.36,7.595
21756,1.09,Ideal,J,VS2,43.0,54.0,6.53,6.55,4.12,8.472
21757,1.01,Premium,G,SI1,62.9,61.0,6.4,6.36,4.01,8.449
21758,0.41,Ideal,D,SI1,61.4,56.0,4.77,4.8,2.94,6.673
21759,0.7,Premium,E,VS1,59.4,61.0,5.78,5.74,3.42,7.947
21760,0.54,Ideal,F,VVS2,61.6,56.0,5.23,5.26,3.23,7.71
21761,0.51,Ideal,H,SI1,61.6,55.0,5.14,5.18,3.18,7.108
21762,0.73,Ideal,G,SI1,61.4,58.0,5.77,5.79,3.55,7.875
21763,0.74,Good,E,VS2,63.5,56.0,5.75,5.8,3.67,8.059
21764,0.58,Ideal,I,VS2,61.8,55.0,5.36,5.38,3.32,7.394
21765,0.3,Fair,F,VS2,56.3,64.0,4.44,4.39,2.5,6.592
21766,2.06,Ideal,I,SI2,61.4,57.0,8.22,8.18,5.03,9.281
21767,1.0,Premium,H,VS2,61.3,61.0,6.44,6.38,3.93,8.536
21768,1.2,Ideal,E,VVS2,61.5,57.0,6.79,6.89,4.21,9.383
21769,1.01,Ideal,F,SI2,61.5,56.0,6.42,6.49,3.97,8.402
21770,0.56,Ideal,J,SI1,61.8,58.0,5.27,5.31,3.27,7.02
21771,1.0,Very Good,E,I1,62.3,58.0,6.33,6.38,3.96,8.033
21772,0.33,Ideal,G,VS1,62.1,55.0,4.46,4.43,2.76,6.75
21773,0.4,Ideal,J,SI1,61.6,56.0,4.72,4.77,2.93,6.417
21774,1.08,Premium,H,SI1,62.6,58.0,6.56,6.53,4.1,8.551
21775,0.41,Premium,G,SI1,61.3,58.0,4.8,4.76,2.93,6.828
21776,0.78,Very Good,E,VS1,60.0,56.0,6.0,6.03,3.61,8.189
21777,1.01,Very Good,F,VS1,62.9,58.0,6.29,6.31,3.96,8.917
21778,1.08,Good,H,VVS1,63.1,57.0,6.52,6.57,4.13,8.78
21779,0.31,Ideal,F,VVS1,62.4,55.0,4.33,4.36,2.71,6.719
21780,1.19,Ideal,H,VS2,62.0,54.0,6.79,6.83,4.22,8.94
21781,0.54,Good,E,SI1,61.5,56.0,5.22,5.26,3.23,7.378
21782,2.0,Premium,G,SI2,60.8,55.0,8.09,7.95,4.88,9.473
21783,1.11,Ideal,G,VS2,62.2,55.0,6.67,6.61,4.13,8.812
21784,1.52,Good,G,SI2,63.0,61.0,7.25,7.28,4.58,9.022
21785,0.42,Ideal,E,VS2,61.8,57.0,4.81,4.77,2.96,6.931
21786,0.9,Premium,E,SI1,62.9,58.0,6.16,6.11,3.86,8.333
21787,0.54,Premium,F,IF,61.9,60.0,5.26,5.21,3.24,7.779
21788,1.02,Ideal,F,SI2,61.6,56.0,6.52,6.49,4.01,8.452
21789,0.42,Ideal,E,SI1,61.5,55.0,4.9,4.82,2.99,6.9
21790,1.53,Premium,G,VS2,59.9,61.0,7.54,7.45,4.49,9.488
21791,0.34,Ideal,G,IF,61.5,55.0,4.51,4.53,2.78,6.881
21792,0.71,Very Good,H,SI1,62.1,61.0,5.63,5.71,3.52,7.764
21793,1.25,Ideal,J,SI1,62.7,57.0,6.86,6.88,4.31,8.469
21794,2.01,Premium,J,SI2,62.8,58.0,8.09,8.0,5.05,9.426
21795,0.53,Ideal,D,VS2,61.4,55.0,5.21,5.25,3.21,7.527
21796,1.5,Good,D,SI2,61.9,61.0,7.31,7.38,4.55,9.24
21797,1.02,Good,F,SI2,63.3,61.0,6.28,6.32,3.99,8.246
21798,0.35,Ideal,F,VS1,60.9,56.0,4.52,4.56,2.77,6.732
21799,0.83,Very Good,H,VS2,61.7,59.0,5.95,6.02,3.69,8.086
21800,0.31,Ideal,H,VVS2,61.2,56.0,4.34,4.37,2.66,6.39
21801,1.52,Ideal,I,IF,62.2,57.0,7.27,7.33,4.54,9.251
21802,1.51,Ideal,F,SI1,62.4,56.0,7.34,7.4,4.6,9.388
21803,1.53,Very Good,D,SI1,59.2,57.0,7.52,7.55,4.46,9.382
21804,0.56,Premium,G,VS1,60.5,59.0,5.31,5.26,3.2,7.557
21805,1.04,Premium,E,VS2,61.1,59.0,6.54,6.56,4.0,8.86
21806,0.47,Premium,J,SI2,61.9,59.0,4.99,4.96,3.08,6.765
21807,1.06,Very Good,H,SI2,62.6,60.0,6.43,6.47,4.04,8.293
21808,0.71,Ideal,D,SI1,60.6,56.0,5.78,5.81,3.51,8.209
21809,0.47,Premium,H,VS1,61.8,58.0,4.99,4.94,3.07,7.107
21810,0.52,Good,G,VVS1,58.3,59.0,5.26,5.3,3.08,7.47
21811,0.9,Fair,E,VVS2,58.1,59.0,6.21,6.26,3.62,8.622
21812,0.47,Very Good,H,VS2,57.2,60.0,5.18,5.21,2.97,7.072
21813,0.9,Very Good,G,SI2,64.2,60.0,6.02,6.09,3.89,8.142
21814,0.3,Premium,G,IF,60.0,59.0,4.34,4.32,2.6,6.863
21815,0.32,Very Good,E,VS1,62.9,57.0,4.36,4.39,2.75,6.494
21816,1.27,Very Good,H,SI2,63.1,57.0,6.88,6.84,4.33,8.513
21817,0.4,Very Good,F,VS1,62.2,57.6,4.74,4.76,2.96,6.993
21818,0.5,Fair,H,VS2,56.3,65.0,5.24,5.21,2.94,7.194
21819,0.38,Very Good,D,VVS2,60.8,55.0,4.67,4.71,2.85,6.85
21820,0.3,Ideal,D,VS2,62.6,56.0,4.31,4.28,2.69,6.815
21821,0.41,Good,F,SI1,63.4,57.0,4.73,4.74,3.0,6.558
21822,1.22,Premium,G,VS2,61.2,58.0,6.91,6.81,4.2,8.971
21823,2.01,Very Good,J,SI2,63.3,56.0,7.86,7.96,5.01,9.258
21824,1.34,Ideal,G,VS1,62.7,57.0,7.1,7.04,4.43,9.217
21825,0.71,Good,J,VS2,63.8,58.0,5.61,5.58,3.57,7.481
21826,0.7,Ideal,J,VS1,62.2,56.0,5.67,5.71,3.54,7.485
21827,0.4,Ideal,E,VS1,62.3,56.0,4.71,4.73,2.94,6.959
21828,1.02,Very Good,H,VS2,60.6,60.0,6.55,6.48,3.95,8.593
21829,1.11,Very Good,J,VS2,63.2,59.0,6.55,6.46,4.11,8.224
21830,0.3,Good,G,VS2,58.5,64.0,4.42,4.37,2.57,6.244
21831,0.9,Very Good,E,VS2,62.2,56.0,6.12,6.17,3.82,8.457
21832,1.04,Very Good,D,VS1,60.8,58.0,6.5,6.53,3.96,8.841
21833,1.0,Fair,F,VS2,68.3,58.0,5.98,5.95,4.08,8.369
21834,0.4,Ideal,I,SI1,62.3,55.0,4.72,4.75,2.95,6.436
21835,0.31,Ideal,F,IF,61.2,56.0,4.38,4.41,2.69,6.804
21836,0.7,Very Good,D,SI1,59.4,63.0,5.76,5.78,3.43,7.865
21837,1.01,Very Good,G,VS2,61.9,58.0,6.37,6.42,3.96,8.707
21838,0.75,Good,G,SI2,63.9,62.0,5.66,5.61,3.6,7.657
21839,0.61,Ideal,G,VVS2,60.1,57.0,5.52,5.54,3.32,7.943
21840,0.5,Very Good,E,SI2,58.0,63.0,5.22,5.19,3.02,6.917
21841,1.2,Premium,D,VS2,61.1,58.0,6.85,6.83,4.18,9.226
21842,0.34,Ideal,G,VS2,61.1,55.0,4.55,4.52,2.77,6.64
21843,1.05,Ideal,G,VVS2,61.4,56.0,6.54,6.59,4.03,9.165
21844,0.8,Ideal,D,VS2,61.3,56.0,5.97,6.0,3.67,8.472
21845,0.31,Ideal,F,IF,60.7,56.0,4.42,4.45,2.69,6.804
21846,0.31,Ideal,E,VS1,61.7,56.0,4.41,4.37,2.71,6.848
21847,0.51,Ideal,D,VS2,61.6,57.0,5.19,5.14,3.18,7.629
21848,3.01,Premium,G,SI2,59.8,58.0,9.44,9.37,5.62,9.562
